time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-05 00:00:00+00:00,23,7,0,0
2026-03-06 00:00:00+00:00,23,7,0,0
2026-03-07 00:00:00+00:00,11,3,0,0
2026-03-08 00:00:00+00:00,25,8,0,0
2026-03-09 00:00:00+00:00,18,6,0,0
2026-03-10 00:00:00+00:00,3,3,0,0
2026-03-11 00:00:00+00:00,31,7,0,0
2026-03-12 00:00:00+00:00,21,5,0,0
2026-03-13 00:00:00+00:00,22,6,0,0
2026-03-14 00:00:00+00:00,16,4,0,0
2026-03-15 00:00:00+00:00,17,5,0,0
2026-03-16 00:00:00+00:00,16,4,0,0
2026-03-17 00:00:00+00:00,6,2,0,0
2026-03-18 00:00:00+00:00,30,6,0,0
